id_lote;fecha_produccion;producto_id;presentacion_id;turno_id;timestamp_control_calidad;viscosidad_ku;ph;unidades_planificadas;unidades_producidas;costo_materia_prima_usd
LOT01279;30/5/2025;PRD017;PRE02;T1;30/5/2025 08:02;56.2;7.41;250;240;4136.35
LOT01280;12/3/2025;PRD016;PRE05;T1;12/3/2025 12:20;91.1; 6.61 ;20;19;22824.36
LOT01281;5/3/2025;PRD002;PRE01;t3;6/3/2025 01:41;80.6;7.45;300;297;1067.68
LOT01282;31/3/2025;PRD020;PRE01;t2;31/3/2025 17:14;57.9;6.1;200;196;793.28
LOT01283;31/10/2024;PRD026;PRE04;T1;31/10/2024 12:22;72.4;7.03;60;59;8166.67
LOT01284;12/12/2024;prd001;PRE02;T3;13/12/2024 02:25;90.8;7.93;200;192;2734.06
LOT01285;7/12/2024;PRD016;PRE01;T3;8/12/2024 02:26;88.5;7.98;300;294;1748.37
LOT01286;31/10/2024;PRD001;PRE03;T2;31/10/2024 20:53;86.0;8.42;40;39;2114.35
LOT01287;14/10/2024; PRD023 ;PRE02;T3;10-15-2024 01:47;121.6;7.2;100;99;2315.58
LOT01288;6/5/2025;PRD017;PRE05;T1;6/5/2025 08:26;51.0;7.02;10;9;8593.42
LOT01289;13/9/2024;PRD029;PRE05;T1;13/9/2024 11:14;72.9; 7,31 ;30;29;40923.41
LOT01290;16/6/2025;PRD004;PRE01;T2;16/6/2025 16:41;78.6;7.68;200;159;725.11
LOT01291;9/9/2024;prd023;PRE05;T3;10/9/2024 00:33;137.2;8.86;30;20;37650.2
LOT01292;25/6/2025;prd026;pre04;t2;25/6/2025 16:19;77.0;6.52;100;95;15103.86
LOT01293;27/7/2024;PRD015;PRE01;T2;27/7/2024 17:58;84.9;6.86;200;193;1020.29
LOT01294;19/10/2024;PRD014;PRE03;T3;20/10/2024 00:20;76.5;7.61;40;38;3226.14
LOT01295;27/8/2024;PRD025;PRE05;T3;28/8/2024 02:47;71.5;7.57;25;23;40222.8
LOT01296;9/9/2024;PRD010;PRE03;T3;10/9/2024 02:11;104.9;9.44;80;78;2604.35
LOT01297;29/3/2025;PRD021;PRE03;T2;29/3/2025 18:08;122.9;7.6;100;95;8402.17
LOT01298;22/8/2024;PRD020;PRE02;T2;22/8/2024 17:25;63.5;6.05;100;96;1703.08
LOT01299;6/8/2024;PRD001;PRE01;T2;6/8/2024 17:21;81.0;7.35;200;194;706.09
LOT01300;16/10/2024;PRD019;PRE01;T2;16/10/2024 18:31;61.1;6.4;500;499;2087.54
LOT01301;2/9/2024;PRD023;PRE05;T2;2/9/2024 20:12;111.9;8.45;20;19;23542.16
LOT01302;21/2/2025;PRD018;PRE02;T2;21/2/2025 20:35;59.4;6.7;150;149;2616.6
LOT01303;4/10/2024;PRD003;PRE03;T3;5/10/2024 00:01;86.5;7.36;60;59;2925.5
LOT01304;4/10/2024;PRD022;PRE01;T2;4/10/2024 18:24;122.9;8.22;500;484;3054.9
LOT01305;21/12/2024;PRD008;PRE03;T3;21/12/2024 23:56;94.8;8.27;120;114;3735.89
LOT01306;30/11/2024;PRD025;PRE05;T2;30/11/2024 17:04;74.5;7.41;25;24;36158.12
LOT01307;19/6/2025;PRD005;PRE04;T2;19/6/2025 17:28;94.4;7.19;40;39;2740.27
LOT01308;25/2/2025;PRD006;PRE04;T1;25/2/2025 09:59;108.8;8.62;120;118;4352.42
LOT01309;27/7/2024;PRD001;PRE05; T1 ;27/7/2024 10:40;85.0;7.47;30;29;20177.79
LOT01310;16/11/2024;PRD021;PRE02;T1;16/11/2024 11:22;138.6;6.25;250;156;5524.0
LOT01311;18/3/2025;PRD006;PRE01;T3;19/3/2025 03:22;108.9;9.09; 400 ;391;724.62
LOT01312;4/4/2025;PRD017;PRE05;T3;05/04/2025 00.35;65.0;7.06;25;23;22008.39
LOT01313;29/11/2024;PRD010;PRE03;T2;29/11/2024 16:38;104.9;9.46;80;79;2208.69
LOT01314;14/4/2025;PRD029;PRE04;T2;14/4/2025 17:52;70.5;7.55;60;59;8886.49
LOT01315;23/5/2025; PRD007 ;PRE04;T2;23/5/2025 18:44;104.3;9.12;100;95;4010.71
lot01316;26/11/2024;PRD007;PRE02;T1;26/11/2024 11:01;91.0;9.05;150;147;1078.53
LOT01317;14/12/2024;PRD019;PRE03;T1;14/12/2024 11:59;64.2;7.2;60;59;3811.43
LOT01318;31/7/2024;PRD015;PRE03;T1;31/7/2024 11:03;84.6;6.7;40;38;3380.0
LOT01319;31/12/2024;PRD009;PRE02;T2;31/12/2024 19:01;109.8;8.26;250;242;1703.16
LOT01320;30/12/2024;PRD026;pre05;T2;30/12/2024 19:06;80.6;6.99;15;14;21405.1
LOT01321;12/10/2024;PRD020;PRE02;T1;12/10/2024 12:21;72.8;7.5;100;97;1502.94
LOT01322;15/5/2025;PRD003;PRE02;T1;15/5/2025 10:06;93.7;7.77;250;238;3006.66
LOT01323;15/11/2024;PRD024;PRE03;T3;16/11/2024 04:35;119.1;8.24;100;97;9662.41
lot01324;16/10/2024;PRD005;PRE04;T3;17/10/2024 03:16;87.9;7.45;40;38;2718.2
LOT01325;23/10/2024;PRD017;PRE05;T2;23/10/2024 16:10;64.6;6.94;30;28;25995.62
LOT01326;29/3/2025;PRD009;PRE01;T1;29/3/2025 10:48;95.6;9.26;200;194;406.17
LOT01327;2/1/2025;PRD015;PRE05;T3;3/1/2025 00:57;76.7;7.85;20;19;24066.45
LOT01328;21/3/2025;PRD025;PRE05;T3;22/3/2025 01:00;74.8;7.47;15;14;24261.75
LOT01329;4/3/2025;PRD013;PRE05; T2 ;4/3/2025 20:17;77.5;7.97;15;14;16996.14
LOT01330;29/3/2025;PRD021;PRE05;T1;29/3/2025 11:43;130.2;6.87;25;21;31930.21
LOT01331;12/9/2024;PRD027;PRE02;T1;12/9/2024 11:34;83.5;7.25;300;285;7912.21
LOT01332;4/4/2025;PRD002;PRE01;T2;4/4/2025 16:58;68.4;7.51;400;284;1215.78
LOT01333;17/2/2025;PRD007;PRE03;T3;18/2/2025 03:53;91.3;8.87;80;77;2187.88
LOT01334;16/10/2024;PRD025;PRE05;T2;16/10/2024 20:53;83.3;6.81;10;9;16378.45
LOT01335;7/6/2025;PRD019;PRE02;T1;7/6/2025 10:05;80.9;5.75;300;248;4800.92
LOT01336;4/7/2024;PRD004; PRE03 ;T3;5/7/2024 03:15;93.1;7.07;120;114;6276.12
LOT01337;4/6/2025;PRD020;PRE04;T3;5/6/2025 03:34;56.1;6.47;100;97;8333.21
LOT01338;7/3/2025;prd028;PRE03;T2;7/3/2025 18:01;93.0;7.76;60;57;6519.51
 LOT01339 ;26/3/2025;PRD015;PRE05;T1;26/3/2025 10:21;81.8;7.73;20;19;22585.87
LOT01340;22/8/2024;PRD010;PRE01;T3;23/8/2024 01:41;115.6;8.91;500;267;974.28
LOT01341;2/4/2025;PRD003;PRE03;T2;2/4/2025 16:36;89.6;7.45;80;77;4210.4
LOT01342;30/11/2024;PRD010;PRE01;T3;1/12/2024 00:10;72.4;7.94;300;218;570.69
LOT01343;23/8/2024;PRD016;PRE04;T3;24/8/2024 04:54;92.8;6.71;40;38;4517.77
lot01344;7/1/2025;PRD027;PRE03; T1 ;7/1/2025 12:13;88.8;6.88;60;58;7151.08
LOT01345;24/12/2024;PRD010;PRE04;T2;24/12/2024 20:36;103.0;9.38;100;96;4345.51
LOT01346;24/1/2025;PRD001;PRE02;T1;24/1/2025 09:42;83.4;8.14;200;196;2585.99
LOT01347;4/9/2024;PRD018;PRE02;T2;4/9/2024 20:24;57.2;6.96;150;149;2510.31
LOT01348;29/8/2024;PRD021;PRE02;T3;30/8/2024 03:21;113.6;7.18;250;249;5572.32
LOT01349;17/7/2024;PRD024;PRE02;T1;17/7/2024 08:38;120.4;8.47;200;196;4576.11
LOT01350;9/7/2024;PRD014;PRE04;T2;9/7/2024 19:40;90.4;6.99;80;77;9101.09
LOT01351;1/1/2025;PRD008;PRE04;T2;1/1/2025 18:40;107.4;8.57;40; 38 ;1562.79
LOT01352;30/12/2024;PRD019;PRE03;T3;31/12/2024 01:29;67.1;6.56;80;79;4837.02
LOT01353;19/12/2024;PRD026;PRE05;T1;19/12/2024 08:25;105.6;6.68;20;17;28534.91
LOT01354;28/10/2024;PRD018;PRE02;T2;28/10/2024 17:42;56.9; 7,1 ;100;96;1581.95
LOT01355;28/4/2025; PRD004 ;PRE02;T3;29/4/2025 01:33;82.0;8.03;200;190;2551.92
LOT01356;31/7/2024;PRD004;PRE03;T2;31/7/2024 20:14;94.5;7.13;60;58;3039.48
LOT01357;9/8/2024;PRD018;PRE02;T2;9/8/2024 16:46;65.4;6.61;300;289;4573.42
LOT01358;2/6/2025;PRD021;PRE03;T2;2/6/2025 17:34;111.2;7.39;60;57;4895.9
LOT01359;9/9/2024;PRD014;PRE05;T3;10/9/2024 01:58;77.4;7.68;10;9;11554.53
LOT01360;5/11/2024;PRD019; PRE03 ;T2;5/11/2024 19:59;53.2;7.28;80;76;5535.14
LOT01361;5/6/2025;PRD022;PRE02;T1;5/6/2025 07:55;122.7;7.38;200;192;4604.83
LOT01362;3/5/2025;PRD017;PRE02;T1;3/5/2025 10:57;67.0;6.5;150;144;2381.68
LOT01363;5/2/2025;PRD014;PRE05;T3;6/2/2025 01:53;93.6;7.59;30;29;33042.72
LOT01364;23/5/2025;PRD029;pre05;T3;24/5/2025 01:40;94.9;7.03;10;9;14032.69
LOT01365;16/1/2025;PRD011;PRE03;T2;16/1/2025 18:49;107.4;8.77;120;119;3539.87
LOT01366;12/2/2025; PRD008 ;PRE02;T1;12/2/2025 11:28;104.4;9.0;200;192; 1536,36 
LOT01367;26/11/2024;PRD021;PRE04;T3;27/11/2024 03:14;127.7;7.23;40;38;4398.52
LOT01368;3/6/2025;PRD014;PRE05;T2;03/06/2025 19:45;83.2;7.62;15;14;15750.95
LOT01369;2/6/2025;PRD010;PRE03;T3;3/6/2025 02:48;97.1;8.34;120;114;3523.43
LOT01370;11/1/2025;PRD003;PRE01;T1;11/1/2025 11:21;91.6;8.16;200;192;680.1
LOT01371;15/10/2024; PRD001 ;PRE03;T3;16/10/2024 00:24;94.7;7.6;60;58;3022.65
LOT01372;29/11/2024;PRD009;PRE04;T2;29/11/2024 19:20;108.3;8.29;40;38;1679.38
LOT01373;10/8/2024;PRD010;PRE01;T3;8/11/2024 01:08;104.1;8.57;400;391;697.44
LOT01374;26/8/2024;PRD022;PRE04;T2;26/8/2024 16:27;103.2;7.52;120;114;14115.89
LOT01375;19/10/2024;PRD019;PRE01;T1;19/10/2024 11:59;66.4;6.31;400;390;1468.44
LOT01376;19/10/2024;PRD009;PRE01;T2;19/10/2024 16:03;108.2;8.14;500;475;908.76
LOT01377;14/4/2025;PRD025;PRE02;T1;14/4/2025 11:35;82.1;7.32;100;98;2592.52
LOT01378;16/12/2024;PRD004;PRE05;T3;17/12/2024 04:39;114.9;6.44;15;7;9578.91
LOT01379;31/7/2024;PRD027;PRE05;T1;31/7/2024 10:25;62.6;5.39;25;13;40326.79
LOT01380;3/7/2024;PRD028;PRE05;T2;3/7/2024 20:26;94.1;6.63;10;9;16021.15
LOT01381;19/3/2025;PRD016;PRE05;T2;19/3/2025 20:15;82.4;7.14;30;28;35176.59
LOT01382;25/9/2024;PRD010;PRE03;T1;25/9/2024 08:49; 97,0 ;9.32;40;39;1099.78
LOT01383;7/11/2024;PRD022;PRE02;T1;7/11/2024 10:42;130.0;7.26;250;246;6116.14
LOT01384;19/11/2024;PRD024;PRE04;T3;20/11/2024 03:42;118.1;7.76;120;115;13128.06
LOT01385;15/10/2024;PRD024;PRE02;T3;16/10/2024 03:18;82.6;9.96;250;172;5201.0
LOT01386;1/3/2025;PRD012;PRE04;T2;1/3/2025 15:36;73.0;9.14;40;30;4180.73
LOT01387;22/8/2024;PRD014; PRE05 ;T3;22/8/2024 23:37;85.2;7.4;20;19;24611.52
lot01388;27/12/2024;prd016;PRE04;T3;28/12/2024 00:50;78.6;6.72;60;58;6659.2
LOT01389;17/8/2024;PRD017;PRE02;T1;17/8/2024 12:10;61.3;7.2;150;145;2515.59
LOT01390;12/2/2025;PRD001;PRE04;T2;12/2/2025 17:22;102.2;6.52;100;75;7195.38
LOT01391;3/4/2025;PRD002;PRE03;T1;03/04/2025 07:48;93.4;7.15;80;79;4378.33
LOT01392;26/2/2025;PRD028; PRE05 ;T3;27/2/2025 04:05;92.0;7.44;30;28;41265.02
LOT01393;13/07/2024;PRD001;PRE02;T3;14/7/2024 03:57;88.8;7.17;150;143;2113.06
LOT01394;9/4/2025;PRD029;PRE03;T2;9/4/2025 19:07;93.5;7.39;80;78;8137.54
LOT01395;19/6/2025;PRD001;PRE04;T3;20/6/2025 02:52;87.8;8.2;100;95;6393.35
LOT01396;12/8/2024;PRD008;PRE02;T2;12/8/2024 18:46;71.7;7.5;300;156;2307.8
LOT01397;21/9/2024;PRD001;PRE03;T3;22/9/2024 02:43;84.5;8.16;100;99;4914.37
LOT01398;20/3/2025;PRD022;PRE02;T1;20/3/2025 07:43;102.4;8.06;200;191;4382.68
lot01399;26/4/2025;PRD011;PRE03;T2;26/4/2025 18:37;106.7;8.84;100;95;2866.53
LOT01400;31/12/2024;PRD007;PRE02;T3;1/1/2025 01:23;96.4;8.81;150;146;1071.94
LOT01401;6/3/2025;PRD014;PRE04;T2;6/3/2025 17:08;95.7;6.54;40;38;4678.58
LOT01402;3/7/2024;PRD008;PRE03;T3;4/7/2024 01:56;106.4;9.13;60;57;1703.03
LOT01403;9/6/2025;PRD027;PRE04;T1;9/6/2025 08:19;89.3;6.82;120;115;18375.1
LOT01404;13/9/2024;PRD001;PRE02;T2;13/09/2024 18.43;90.7;8.02;250;238;3466.23
LOT01405;24/12/2024;PRD015;PRE04;T1;24/12/2024 08:48;77.1;7.08;100;97;12253.87
LOT01406;30/8/2024;PRD015;PRE05;T1;30/8/2024 10:52;91.9;7.55;10;9;11994.59
LOT01407;31/1/2025;PRD014;PRE04;T3;1/2/2025 00:15;94.6;6.74;40;39;4777.35
LOT01408;11/6/2025;PRD026;PRE05;T1;11/6/2025 11:00;88.8;7.52;25;23;38469.0
LOT01409;18/9/2024;PRD005;PRE02;T3;19/9/2024 00:44;92.3;7.78;200;196;2575.95
LOT01410;18/2/2025;PRD028;PRE03;T1;18/2/2025 10:19;86.9;7.55;60;59;6173.75
LOT01411;3/3/2025;PRD021;PRE03;T3;4/3/2025 01:03;119.8;7.3;100;97;9126.22
 LOT01412 ;16/7/2024;PRD017;PRE01;T2;16/7/2024 19:05;67.5;6.59;300;291;1284.57
LOT01413;21/10/2024;PRD026;PRE03;T2;21/10/2024 19:58;100.5;7.88;120;95;13258.98
LOT01414;31/8/2024;PRD006;PRE02;T3;1/9/2024 02:13;102.5;8.47;250;244;2067.92
LOT01415;30/1/2025;PRD028;PRE03;T1;30/1/2025 09:40;92.2;7.55;120; 116 ;14249.59
LOT01416;2/6/2025; PRD003 ;PRE01;T2;2/6/2025 15:53;63.5;9.52;500;332;1781.21
LOT01417;9/9/2024;PRD001;PRE02;T3;10/9/2024 01:12;84.4;7.98;250;237;3129.01
LOT01418;18/9/2024;PRD018;PRE03;T1;18/9/2024 12:17;57.9;7.08;100;97;6635.08
LOT01419;9/9/2024;PRD008;PRE03;T1;9/9/2024 07:41;107.8;9.08;120;115;3901.04
LOT01420;11/6/2025;PRD028;PRE04;T2;11/6/2025 16:38;75.0;7.97;120;117;17995.56
LOT01421;3/5/2025;PRD001;PRE04;T2;3/5/2025 16:12;113.5;6.76;40;21;2625.17
LOT01422;1/7/2024;PRD019;PRE05;T3;2/7/2024 00:26;43.2;6.36;30;25;27188.67
LOT01423;1/8/2024;PRD017;PRE03;T2;1/8/2024 16:28;56.0;6.52;100;99;6098.31
LOT01424;6/12/2024;PRD021;PRE03;T3;7/12/2024 03:00;115.2;7.3;120;117;9942.72
LOT01425;8/5/2025;PRD015;PRE03;T1;8/5/2025 08:58;94.8;7.49;100;99;8747.18
LOT01426;03/02/2025;PRD004;PRE02;T3;4/2/2025 00:57;105.5;9.24;250;151;3463.51
LOT01427;1/4/2025; PRD003 ;PRE02;T1;1/4/2025 10:48;83.8;7.97;100;97;1302.36
LOT01428;15/1/2025;PRD012;PRE05;T1;15/1/2025 09:13;86.7;7.67;25;24;26351.22
LOT01429;12/10/2024;PRD014;PRE04;T1;12/10/2024 08:59;83.5;6.74;100;95;12189.16
LOT01430;6/1/2025;PRD009;PRE02;T1;6/1/2025 11:24;109.4;8.01;300;292;2127.59
LOT01431;24/9/2024;PRD016;PRE03;T1;24/9/2024 12:28;86.4;7.62;40;38;3660.93
LOT01432;1/8/2024;PRD016;PRE05;T1;1/8/2024 11:01;78.7;6.57;15;14;16629.73
LOT01433;20/6/2025;PRD029;PRE05;T3;21/6/2025 04:01;92.7;7.75;25;24;38833.92
LOT01434;25/1/2025;PRD023;PRE03;T2;25/1/2025 16:24;115.7;7.35;80;79;6503.15
LOT01435;9/10/2024;PRD027;PRE05;T3;10/10/2024 01:48;73.8;6.63;10;9;14231.63
LOT01436;19/12/2024;PRD023;PRE02;T1;19/12/2024 13:02;102.5;8.42;100;98;2084.83
LOT01437;19/4/2025;PRD014;PRE01;T1;19/4/2025 10:07;97.7;7.4;600;597;3109.83
LOT01438;23/1/2025;PRD012;PRE04;T1;23/1/2025 12:51;95.5;7.08;120;119;15270.1
LOT01439;2/6/2025;PRD026;PRE03;T2;2/6/2025 19:54;74.4;7.28;80;77;8699.53
LOT01440;18/7/2024;PRD024;PRE02;T1;07-18-2024 08:09;111.7;7.07;200;196;4424.41
LOT01441;22/1/2025;PRD025;PRE04;T2;22/01/2025 16.06;107.8;6.89;60;36;9382.98
lot01442;28/4/2025;PRD002;PRE01;T3;29/4/2025 00:33;86.7;7.17;200;198;639.69
LOT01443;3/8/2024;PRD021;PRE05;T3;4/8/2024 04:29;127.6;8.35;10;8;12495.07
lot01444;12/8/2024; PRD025 ;PRE04;T3;13/8/2024 01:02;85.6;7.02;120;115;17851.91
LOT01445;26/12/2024;PRD001;PRE04;T1;26/12/2024 09:30;92.9;7.65;60;58;4299.74
LOT01446;25/1/2025;PRD004;PRE03;T3;26/1/2025 00:00;86.1;7.73;100;98;4828.21
LOT01447;27/3/2025;PRD022;PRE03;T1;27/3/2025 07:57;121.9;7.59;60;58;5293.64
LOT01448;8/10/2024;PRD015; PRE04 ;T3;9/10/2024 03:23;98.7;7.98;80;76;9373.35
LOT01449;24/8/2024;PRD020;PRE01;T2;08-24-2024 18:31;65.6;6.72;300;291;1310.6
LOT01450;10/12/2024;PRD027;PRE03;T3;11/12/2024 00:05;73.7;7.16;100;96;11365.73
LOT01451;31/3/2025;PRD019;PRE05;T2;31/3/2025 16:43;71.0;6.46;25;23;22566.76
LOT01452;14/4/2025;PRD006;PRE02;T3;15/4/2025 03:22;113.9;9.11;150;122;1024.69
LOT01453;18/11/2024;prd001;PRE01;T3;19/11/2024 04:18;86.0;7.96;400;382;1245.19
LOT01454;22/7/2024;PRD027; PRE03 ;T2;22/7/2024 19:37;70.6;6.7;80;79;9728.46
LOT01455;22/5/2025;PRD026;PRE04;T2;22/5/2025 16:12;70.6;6.23;80;60;13070.49
LOT01456;10/3/2025;PRD025;PRE05;T3;11/3/2025 02:49;77.6;7.06;20;19;27393.5
LOT01457;15/11/2024;PRD018;PRE03;T3;16/11/2024 02:31;68.5;6.34;80;78;5488.26
LOT01458;17/9/2024;PRD007;PRE02;T3;18/9/2024 03:35;97.3;8.71;300;298;2173.07
LOT01459;6/2/2025;PRD026;PRE04;T2;6/2/2025 20:16;80.7;7.64;80;77;10942.98
LOT01460;21/11/2024;PRD009;PRE02;T1;21/11/2024 09:07;103.9;8.67;250;248;2020.23
LOT01461;2/8/2024;PRD012;PRE05;T3;3/8/2024 01:26;108.3;6.59;15;10;17873.37
LOT01462;10/9/2024;PRD018;PRE01;T1;10/9/2024 10:24;90.5;7.29;400;222;1690.96
LOT01463;3/10/2024;PRD022;PRE02;T1;3/10/2024 10:19;116.5;8.26;250;248;6017.15
LOT01464;20/5/2025;PRD016;PRE03;T2;20/5/2025 16:20;89.6;6.99;40;38;3759.71
LOT01465;4/10/2024;PRD022;PRE02;T2;4/10/2024 19:11;106.0;7.66;250;238;6059.46
LOT01466;27/9/2024;PRD012;PRE05;T2;27/9/2024 16:41;57.1;9.39;25;15;26181.87
LOT01467;29/10/2024;PRD003;PRE03;T1;29/10/2024 08:44;91.2;8.41;80;77;4378.31
LOT01468;21/8/2024;PRD027;PRE03;T1;21/8/2024 09:32;93.4;7.74;120;119;13582.6
LOT01469;2/11/2024;PRD003;PRE03;T1;2/11/2024 10:50;80.7;8.02;120;115;6580.16
LOT01470;2/8/2024;PRD025;PRE04;T1;2/8/2024 10:17;87.7;7.62;80;76;11004.19
LOT01471;17/06/2025;PRD014;PRE05;T1;17/6/2025 12:54;67.2;5.48;10;6;12025.3
LOT01472;21/9/2024;PRD005;PRE02;T2;21/9/2024 18:57;90.3;7.13;100;98;1320.13
LOT01473;13/6/2025;PRD018;PRE02;T2;13/6/2025 20:07;52.8;6.04;150;146;2468.29
LOT01474;29/7/2024;PRD028;PRE04;T2;29/7/2024 18:20;64.6;5.8;60;43;8779.11
LOT01475;29/7/2024;PRD020;PRE01;T3;30/7/2024 02:38;60.0;7.14;200;192;842.55
LOT01476;1/4/2025;PRD007;PRE02;T2;1/4/2025 17:54;100.8;8.14;100;99;805.91
LOT01477;31/7/2024; PRD028 ;PRE05;T1;31/7/2024 12:08;74.8;6.5;15;14;22711.07
 LOT01478 ;23/5/2025;PRD018;PRE03;T3;24/5/2025 02:14;71.0;6.36;120;118;7832.49
LOT01479;27/6/2025;PRD024;PRE02;t3;28/6/2025 04:15;114.5;7.07;100;96;2077.85
LOT01480;14/4/2025;prd016;PRE05;T2;14/4/2025 16:28;95.9;6.98;15;14;15682.34
LOT01481;3/1/2025;PRD019;PRE04;T3;4/1/2025 04:05;65.4;6.52;100;99;8568.07
LOT01482;11/9/2024;PRD015;PRE05;T3;12/9/2024 02:20;85.0;6.7;25;24;28313.76
LOT01483;26/3/2025;PRD012;PRE04;T1;26/3/2025 10:23;79.1;6.71;80; 78 ;10136.39
LOT01484;14/6/2025;PRD006;PRE02;T1;14/6/2025 08:15;98.3;8.15;200;191;1563.69
LOT01485;29/1/2025;PRD020;PRE02;T1;29/1/2025 11:46;84.0;6.2;300;184;4772.82
LOT01486;21/10/2024;PRD018;PRE04;T1;21/10/2024 10:16;68.2;7.04;40;39;3411.51
LOT01487;5/3/2025;PRD023;PRE05;T3;6/3/2025 02:47;117.9;7.42;10;9;10919.71
LOT01488;3/3/2025;PRD003;PRE03;T3;4/3/2025 03:47;80.3;7.8;100;98;5536.31
LOT01489;24/3/2025;PRD016;PRE04;T3;25/3/2025 05:05;97.4;7.37;100;98;10571.96
LOT01490;30/12/2024;PRD004;PRE01;T2;30/12/2024 20:27;102.9;8.73;200;157;664.0
LOT01491;25/9/2024;PRD023;PRE02;T2;25/9/2024 19:24;113.5;7.27;250;238;5779.64
LOT01492;29/4/2025;PRD017;PRE01;T3;30/4/2025 03:03;80.0;4.71;300;207;1080.4
LOT01493;19/6/2025;PRD026;PRE05;T2;19/6/2025 19:07;94.1;6.86;25;24;37701.63
LOT01494;30/12/2024;PRD010; PRE03 ;T2;30/12/2024 19:23;105.5;8.76;80;78;2593.83
LOT01495;6/5/2025;PRD019;pre03;T2;6/5/2025 16:59;93.1;4.98;80;41;5141.0
LOT01496;24/8/2024;PRD003;pre03;T2;24/8/2024 17:26;99.2;7.94;60;40;2999.51
LOT01497;27/7/2024;PRD018;PRE02;T2;27/7/2024 15:59;64.9;6.78;200;197;3252.52
LOT01498;20/11/2024;PRD012;PRE05;T2;20/11/2024 20:08;92.6;7.19;15;14;18951.06
LOT01499;17/2/2025;PRD003;PRE04;T1;17/2/2025 11:22;79.2;8.27;40;33;2620.95
LOT01500;1/8/2024;PRD028;PRE05;T3;2/8/2024 02:11;92.0;7.15;20;19;27564.87
